response_id,survey_id,response_sensitivity,m1470_meta_enum_sex,m2690_loc_returnees_from_list,m2684_loc_arrivals_from_list,m2967_loc_idp_reason_chose_loc,s1534_loc_loc_access,m1461_loc_return_obs_unit,m2688_loc_arrivals_site_type,m1690_loc_depart_hh,m1535_loc_arrival_time,m0342_loc_site_type_multiple,m2693_loc_returnees_site_type,m2691_loc_area_disp_returnees_adm0_other,m2693_loc_returnees_site_type_other,m1725_meta_interview_type,m2694_loc_top_3_priority_need_returnee_other,m1584_loc_main_depart_reason_other,m1584_loc_main_depart_reason,m2967_loc_idp_reason_chose_loc_other,m2692_loc_reason_return_other,s2878_loc_top_3_priority_need_idp_other,m2688_loc_arrivals_site_type_other,m0329_loc_reason_disp_idp_other,m0329_loc_reason_disp_idp,m2686_loc_arrivals_origin_adm1,m1577_loc_main_dest_adm1,m2691_loc_area_disp_returnees_adm0,m2990_loc_depart_internal,m2687_loc_arrivals_origin_adm3,m2972_loc_num_women_return,m0847_loc_num_return_idp_hh,m2971_loc_num_men_return,m2973_loc_num_children_return,m0851_loc_num_return_idp_ind,m2694_loc_top_3_priority_need_returnee,m2695_loc_returnees_settle_adm4,m2692_loc_reason_return,s1322_loc_return_main_arrival,m1541_loc_num_depart_hh_period,m2685_loc_arrivals_origin_adm2,m0349_loc_depart_period,m1540_loc_num_depart_ind_period,m2968_loc_num_men_idp,m2969_loc_num_women_idp,m1537_loc_num_arrivals_hh,m2970_loc_num_children_idp,m0310_loc_num_idp_ind,s2878_loc_top_3_priority_need_idp,m1536_loc_num_arrival_ind_period,m1727_loc_main_group_arrival_date,m2689_loc_arrivals_settle_adm4,m0445_loc_site_id_ssid,_m1650_loc_gps_coords_altitude,m1650_loc_gps_coords,_m2696_meta_start_gps_altitude,_m1650_loc_gps_coords_precision,m0448_loc_site_name,m0305_meta_adm3_pcode,_m2696_meta_start_gps_precision,m1855_meta_assessment_date,_m2696_meta_start_gps_latitude,_m2696_meta_start_gps_longitude,m2696_meta_start_gps,m1658_meta_assessment_start,m0304_meta_adm2_pcode,_m1650_loc_gps_coords_longitude,_m1650_loc_gps_coords_latitude,m1844_meta_assessment_end,m0302_meta_adm0_pcode,m0489_meta_survey_round,m0303_meta_adm1_pcode,m2991_loc_depart_known,s2878_loc_top_3_priority_need_idp/transport,s2878_loc_top_3_priority_need_idp/communication,s2878_loc_top_3_priority_need_idp/dnk,s2878_loc_top_3_priority_need_idp/reunification,s2878_loc_top_3_priority_need_idp/electricity,s2878_loc_top_3_priority_need_idp/language,s2878_loc_top_3_priority_need_idp/medicines,m2694_loc_top_3_priority_need_returnee/transport,m2694_loc_top_3_priority_need_returnee/education,m2694_loc_top_3_priority_need_returnee/reunification,m2694_loc_top_3_priority_need_returnee/hygiene,m2694_loc_top_3_priority_need_returnee/security,s2878_loc_top_3_priority_need_idp/hygiene,s2878_loc_top_3_priority_need_idp/pnta,s2878_loc_top_3_priority_need_idp/security,s2878_loc_top_3_priority_need_idp/child_spaces,s2878_loc_top_3_priority_need_idp/return_support,s2878_loc_top_3_priority_need_idp/wash,m2694_loc_top_3_priority_need_returnee/communication,s2878_loc_top_3_priority_need_idp/education,m2694_loc_top_3_priority_need_returnee/nfi,m2694_loc_top_3_priority_need_returnee/agricultural_inputs,m2694_loc_top_3_priority_need_returnee/other,s2878_loc_top_3_priority_need_idp/nfi,m2694_loc_top_3_priority_need_returnee/accommodation,m2694_loc_top_3_priority_need_returnee/employment,m2694_loc_top_3_priority_need_returnee/drinking_water,m2692_loc_reason_return/other,s2878_loc_top_3_priority_need_idp/other,m2694_loc_top_3_priority_need_returnee/clothes,m2694_loc_top_3_priority_need_returnee/sanitation,s2878_loc_top_3_priority_need_idp/accommodation,s2878_loc_top_3_priority_need_idp/employment,s2878_loc_top_3_priority_need_idp/business,m2694_loc_top_3_priority_need_returnee/business,m2692_loc_reason_return/returned_assistance,s2878_loc_top_3_priority_need_idp/clothes,s2878_loc_top_3_priority_need_idp/drinking_water,m2694_loc_top_3_priority_need_returnee/health,s2878_loc_top_3_priority_need_idp/sanitation,m2694_loc_top_3_priority_need_returnee/cash,s2878_loc_top_3_priority_need_idp/cash,s2878_loc_top_3_priority_need_idp/health,m2692_loc_reason_return/no_assistance_found,m2694_loc_top_3_priority_need_returnee/shelter,m2692_loc_reason_return/rejoin_family,s2878_loc_top_3_priority_need_idp/shelter,m2694_loc_top_3_priority_need_returnee/food,s2878_loc_top_3_priority_need_idp/food,s2878_loc_top_3_priority_need_idp/recognition_qualifications,s2878_loc_top_3_priority_need_idp/legal_consular,s2878_loc_top_3_priority_need_idp/kindergarten,s2878_loc_top_3_priority_need_idp/information,s2878_loc_top_3_priority_need_idp/none,s2878_loc_top_3_priority_need_idp/pss,s2878_loc_top_3_priority_need_idp/protection,s2878_loc_top_3_priority_need_idp/school_supplies,s2878_loc_top_3_priority_need_idp/reporting,s2878_loc_top_3_priority_need_idp/vocational,m2694_loc_top_3_priority_need_returnee/language,m2694_loc_top_3_priority_need_returnee/information,m2694_loc_top_3_priority_need_returnee/recognition_qualifications,m2694_loc_top_3_priority_need_returnee/medicines,m2694_loc_top_3_priority_need_returnee/dnk,m2694_loc_top_3_priority_need_returnee/child_spaces,m2694_loc_top_3_priority_need_returnee/protection,m2694_loc_top_3_priority_need_returnee/kindergarten,m2694_loc_top_3_priority_need_returnee/legal_consular,m2694_loc_top_3_priority_need_returnee/electricity,m2694_loc_top_3_priority_need_returnee/none,m2694_loc_top_3_priority_need_returnee/pnta,m2694_loc_top_3_priority_need_returnee/school_supplies,m2694_loc_top_3_priority_need_returnee/pss,m2694_loc_top_3_priority_need_returnee/reporting,m2694_loc_top_3_priority_need_returnee/return_support,m2694_loc_top_3_priority_need_returnee/wash,m2694_loc_top_3_priority_need_returnee/vocational
402,3,public,male,NULL,same_adm3,climatic,yes,no,dispersed,no,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,climate_drought,MW3,NULL,NULL,NULL,MW30506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,NULL,MW305,NaT,NULL,1100,1085,322,2265,4450,food shelter health,4450,2023-09-01 00:00:00,"Ntiza, Kambuzi",30506032031,759.4,-15.723095 34.9269166 759.4 4.98,759.4,4.98,Ntiza,MW30506,6.333,2024-11-22 00:00:00.000000,-15.7230251,34.9269371,-15.7230251 34.9269371 759.4 6.333,2024-11-22 12:05:27.000000,MW305,34.9269166,-15.723095,2024-11-25 06:42:34.000000,MWI,B2_01,MW3,NULL,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,0,NULL,0,1,NULL,NULL,NULL,1,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
461,3,public,male,NULL,diff_adm3,climatic,yes,no,dispersed,no,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,climate_floods,MW3,NULL,NULL,NULL,MW31303,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,NULL,MW313,NaT,NULL,1,1,1,0,2,food health shelter,2,2023-10-01 00:00:00,Tchenga,30605009021,501.1,-15.3241569 34.9540362 501.1 4.4,501.1,4.4,Tchenga,MW31303,4.4,2024-11-25 00:00:00.000000,-15.3241569,34.9540362,-15.3241569 34.9540362 501.1 4.4,2024-11-25 15:41:09.000000,MW313,34.9540362,-15.3241569,2024-11-26 07:32:48.000000,MWI,B2_01,MW3,NULL,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,0,NULL,0,1,NULL,NULL,NULL,1,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
469,3,public,female,NULL,diff_adm3,climatic,yes,no,dispersed,no,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,climate_drought,MW3,NULL,NULL,NULL,MW31004 MW31005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,NULL,MW310,NaT,NULL,3,3,6,24,30,food sanitation,30,2024-08-01 00:00:00,Kholomani,31020701004,110,-16.0236825 34.7906404 110.0 4.849,104,4.849,Mbenderana,MW31020,2.5,2024-11-25 00:00:00.000000,-16.0236131,34.7906997,-16.0236131 34.7906997 104.0 2.5,2024-11-25 11:29:06.000000,MW310,34.7906404,-16.0236825,2024-11-26 08:50:06.000000,MWI,B2_01,MW3,NULL,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,1,NULL,0,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
506,3,public,male,NULL,same_adm3,climatic,yes,no,dispersed,no,yes,dispersed,NULL,NULL,NULL,phone,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,climate_other,MW3,NULL,NULL,NULL,MW30506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,NULL,MW305,NaT,NULL,480,1500,698,1220,3200,food clothes shelter,3200,2023-09-01 00:00:00,"Jeweta, Peter",30506040039,0,-15.669665 34.922335 0 0,737.4,0,Jeweta,MW30506,5.7,2024-11-22 00:00:00.000000,-15.7230234,34.9269712,-15.7230234 34.9269712 737.4 5.7,2024-11-22 12:48:13.000000,MW305,34.922335,-15.669665,2024-11-27 08:32:00.000000,MWI,B2_01,MW3,NULL,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,1,0,NULL,0,NULL,0,0,NULL,NULL,NULL,1,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
522,3,public,male,NULL,diff_adm3,climatic,yes,no,dispersed,no,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,climate_other,MW3,NULL,NULL,NULL,MW30904 MW30902 MW30901,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,NULL,MW309,NaT,NULL,9,9,9,9,27,food health shelter,27,2024-08-01 00:00:00,"Kasonya, Nankhonga, Kotamu",30901016020,728.2,-15.6801965 35.6391123 728.2 4.85,730.2,4.85,Kasonya,MW30905,4.38,2024-11-27 00:00:00.000000,-15.6801917,35.6391983,-15.6801917 35.6391983 730.2 4.38,2024-11-27 12:55:46.000000,MW309,35.6391123,-15.6801965,2024-11-27 13:01:34.000000,MWI,B2_01,MW3,NULL,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,0,NULL,0,1,NULL,NULL,NULL,1,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
536,3,public,male,NULL,diff_adm3,network,yes,no,dispersed,no,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,climate_floods,MW3,NULL,NULL,NULL,MW31103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,NULL,MW311,NaT,NULL,5,5,5,8,18,food clothes nfi,18,2024-03-01 00:00:00,Fransiku,31102005029,36.8310743401993,-17.0296448 35.2252451 36.83107434019931 5.0,36.94767824898,5,Fransiku,MW31102,4.88,2024-11-25 00:00:00.000000,-17.0180133,35.2270907,-17.0180133 35.2270907 36.947678248980075 4.88,2024-11-25 08:53:46.000000,MW311,35.2252451,-17.0296448,2024-11-27 17:30:10.000000,MWI,B2_01,MW3,NULL,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,1,0,NULL,0,NULL,0,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
695,3,public,male,NULL,same_adm3,climatic,yes,no,dispersed,no,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,climate_drought,MW3,NULL,NULL,NULL,MW30401,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,NULL,MW304,NaT,NULL,20,30,21,35,85,food health shelter,85,2024-08-01 00:00:00,"Mpama, Mbalame, Solemani",30401046219,1064.76403808593,-15.7113209 35.1733767 1064.7640380859375 4.645,1061.99267578125,4.645,Solemani,MW30401,4.288,2024-12-02 00:00:00.000000,-15.7119286,35.1762329,-15.7119286 35.1762329 1061.99267578125 4.288,2024-11-22 17:17:25.000000,MW304,35.1733767,-15.7113209,2024-12-02 23:12:46.000000,MWI,B2_01,MW3,NULL,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,0,NULL,0,1,NULL,NULL,NULL,1,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
719,3,public,male,NULL,diff_adm3,climatic,yes,no,dispersed,no,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,climate_floods,MW3,NULL,NULL,NULL,MW31102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,NULL,MW311,NaT,NULL,8,16,16,45,69,food shelter nfi,69,2023-10-01 00:00:00,Mulira,31109006022,112.948153903838,-17.0061364 35.1827377 112.94815390383847 4.8,112.762076780026,4.8,Mulira,MW31109,4.957,2024-11-30 00:00:00.000000,-17.0061711,35.1826946,-17.0061711 35.1826946 112.76207678002658 4.957,2024-11-30 16:32:01.000000,MW311,35.1827377,-17.0061364,2024-12-02 14:53:52.000000,MWI,B2_01,MW3,NULL,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,0,NULL,0,0,NULL,NULL,NULL,1,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46,3,public,male,NULL,diff_adm3,livelihood,yes,no,informal_settlement,no,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,environment_health,MW3,NULL,NULL,NULL,MW30102 MW30101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,NULL,MW301,NaT,NULL,2,3,3,10,15,shelter food health,15,2023-01-01 00:00:00,"Mpinganjira, Chiwaula, Mpinganjira",30102024023,471.1,-14.5391782 35.1914674 471.1 2.95,461.8,2.95,Changamire,MW30102,2.6,2024-11-12 00:00:00.000000,-14.539165,35.1914583,-14.539165 35.1914583 461.8 2.6,2024-11-12 12:26:32.000000,MW301,35.1914674,-14.5391782,2024-11-12 12:38:10.000000,MWI,B2_01,MW3,NULL,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,0,NULL,0,1,NULL,NULL,NULL,1,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
201,3,public,male,NULL,same_adm3,livelihood,yes,no,informal_settlement,no,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,climate_floods,MW3,NULL,NULL,NULL,MW31105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,NULL,MW311,NaT,NULL,260,457,220,383,1100,food shelter cash,1100,2023-11-01 00:00:00,"Mgona, Mgona",31105015047,52,-16.759165 35.2741503 52.0 4.387,52,4.387,Mgona,MW31105,4.387,2024-11-16 00:00:00.000000,-16.759165,35.2741503,-16.759165 35.2741503 52.0 4.387,2024-11-16 08:51:08.000000,MW311,35.2741503,-16.759165,2024-11-16 17:40:17.000000,MWI,B2_01,MW3,NULL,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,0,NULL,1,0,NULL,NULL,NULL,1,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
270,3,public,female,NULL,diff_adm3,livelihood,yes,no,dnk,no,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,climate_drought,MW3,NULL,NULL,NULL,MW30206 MW30214 MW30202,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,NULL,MW302,NaT,NULL,3,2,2,4,9,food accommodation drinking_water,9,2024-10-01 00:00:00,"Mangamba, Liwonde",30201028056,647.482055664062,-14.899594 35.4974891 647.4820556640625 4.931,657.614990234375,4.931,Mwalasa,MW30201,5.896,2024-11-17 00:00:00.000000,-14.8995639,35.4975015,-14.8995639 35.4975015 657.614990234375 5.896,2024-11-17 16:20:06.000000,MW302,35.4974891,-14.899594,2024-11-17 16:34:27.000000,MWI,B2_01,MW3,NULL,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,1,0,0,NULL,NULL,0,1,NULL,0,NULL,0,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
321,3,public,female,NULL,diff_adm3,livelihood,yes,no,informal_settlement,no,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,climate_drought,MW3,NULL,NULL,NULL,MW30206 MW30201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,NULL,MW302,NaT,NULL,18,5,11,9,32,food cash nfi,32,2024-04-01 00:00:00,Tandauko,30205001001,626.562744140625,-15.1068524 35.5341287 626.562744140625 4.288,626.66796875,4.288,Tandauko,MW30209,3.9,2024-11-22 00:00:00.000000,-15.1068388,35.5341129,-15.1068388 35.5341129 626.66796875 3.9,2024-11-22 09:57:20.000000,MW302,35.5341287,-15.1068524,2024-11-22 10:18:32.000000,MWI,B2_01,MW3,NULL,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,0,NULL,1,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
397,3,public,female,NULL,diff_adm2,livelihood,yes,no,informal_settlement,no,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,climate_drought,MW3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,NULL,MW312,NaT,NULL,150,150,150,158,458,food shelter clothes,458,2024-08-01 00:00:00,"Mapira, Sani",30205001002,607.73388671875,-15.138161 35.542762 607.73388671875 4.073,607.73388671875,4.073,Sani,MW30209,4.073,2024-11-22 00:00:00.000000,-15.138161,35.542762,-15.138161 35.542762 607.73388671875 4.073,2024-11-22 18:38:19.000000,MW302,35.542762,-15.138161,2024-11-24 10:38:07.000000,MWI,B2_01,MW3,NULL,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,1,0,NULL,0,NULL,0,0,NULL,NULL,NULL,1,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
398,3,public,female,NULL,diff_adm3,livelihood,yes,no,informal_settlement,no,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,climate_drought,MW3,NULL,NULL,NULL,MW30206 MW30203 MW30210,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,NULL,MW302,NaT,NULL,9,8,9,15,32,food shelter clothes,32,2024-08-01 00:00:00,"Waile, Ndawa, Kaugule",30205004056,637.222290039062,-15.1795291 35.5033022 637.2222900390625 4.898,640.7548828125,4.898,Kaugule,MW30209,3.558,2024-11-22 00:00:00.000000,-15.1795267,35.5033021,-15.1795267 35.5033021 640.7548828125 3.558,2020-06-23 17:10:06.000000,MW302,35.5033022,-15.1795291,2024-11-24 09:59:56.000000,MWI,B2_01,MW3,NULL,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,1,0,NULL,0,NULL,0,0,NULL,NULL,NULL,1,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
408,3,public,male,NULL,same_adm3,livelihood,yes,no,informal_settlement,no,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,climate_floods,MW3,NULL,NULL,NULL,MW30506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,NULL,MW305,NaT,NULL,180,890,128,941,2011,food clothes health,2011,2023-09-01 00:00:00,"Mdala, Namatetule, Kantumbiza",30506012011,610.3,-15.5984334 34.9420656 610.3 4.72,676.8,4.72,Mdala,MW30506,2.54,2024-11-22 00:00:00.000000,-15.6163702,34.9524681,-15.6163702 34.9524681 676.8 2.54,2024-11-22 09:23:35.000000,MW305,34.9420656,-15.5984334,2024-11-25 06:58:47.000000,MWI,B2_01,MW3,NULL,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,1,0,NULL,0,NULL,0,1,NULL,NULL,NULL,0,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
466,3,public,female,NULL,diff_adm2,livelihood,yes,no,informal_settlement,no,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,climate_drought,MW3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,NULL,MW303,NaT,NULL,32,19,51,32,83,food accommodation business,83,2024-04-01 00:00:00,"Mtambalika, Adimu, Chibwana",30205003007,634.26025390625,-15.1531842 35.5167493 634.26025390625 4.824,632.43798828125,4.824,Mtambalika,MW30209,3.216,2024-11-23 00:00:00.000000,-15.1568509,35.5130877,-15.1568509 35.5130877 632.43798828125 3.216,2024-11-22 18:17:51.000000,MW302,35.5167493,-15.1531842,2024-11-23 15:25:05.000000,MWI,B2_01,MW3,NULL,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,1,0,1,NULL,NULL,0,0,NULL,0,NULL,0,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
523,3,public,female,NULL,diff_adm3,livelihood,yes,no,informal_settlement,no,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,climate_drought,MW3,NULL,NULL,NULL,MW30208 MW30211 MW30215,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,NULL,MW302,NaT,NULL,200,70,150,50,320,food accommodation business,320,2024-10-01 00:00:00,"Mbalame, Mchilima School, Joni",NULL,628.420654296875,-15.1490303 35.5242909 628.420654296875 4.288,625.976318359375,4.288,Ndaje,MW30202,3.216,2024-11-23 00:00:00.000000,-15.1532242,35.5167584,-15.1532242 35.5167584 625.976318359375 3.216,2024-11-22 18:31:17.000000,MW302,35.5242909,-15.1490303,2024-11-23 14:55:11.000000,MWI,B2_01,MW3,NULL,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,1,0,1,NULL,NULL,0,0,NULL,0,NULL,0,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
